Transation_ID,Date,Customer ID,Gender,City,Product Category,Age,Payment,Quantity,Price per Unit,Total Amount
692,07-09-2023,CUST692,Female,Nashik,Clothing,51,Cash,2,50,100
693,23-04-2023,CUST693,Male,Nashik,Beauty,64,Ewallet,3,500,1500
694,20-05-2023,CUST694,Female,Pune,Electronics,41,Ewallet,2,25,50
695,12-08-2023,CUST695,Female,Mumbai,Electronics,39,Cash,3,50,150
696,06-09-2023,CUST696,Female,Nashik,Clothing,22,Credit card,4,50,200
697,15-01-2023,CUST697,Male,Pune,Clothing,50,Ewallet,1,500,500
698,19-07-2023,CUST698,Female,Mumbai,Electronics,53,Ewallet,1,300,300
699,22-06-2023,CUST699,Female,Nashik,Clothing,64,Ewallet,4,30,120
700,09-12-2023,CUST700,Male,Pune,Electronics,37,Ewallet,4,500,2000
701,14-12-2023,CUST701,Female,Pune,Beauty,36,Ewallet,2,30,60
702,27-07-2023,CUST702,Female,Mumbai,Clothing,52,Credit card,2,300,600
703,26-03-2023,CUST703,Male,Nashik,Electronics,60,Credit card,2,50,100
704,28-08-2023,CUST704,Female,Pune,Food,34,Ewallet,3,30,90
705,07-03-2023,CUST705,Male,Pune,Electronics,62,Cash,2,25,50
706,15-11-2023,CUST706,Male,Pune,Electronics,60,Ewallet,4,25,100
707,01-10-2023,CUST707,Female,Mumbai,Clothing,51,Ewallet,1,500,500
708,14-01-2023,CUST708,Female,Nashik,Beauty,26,Cash,3,300,900
709,21-07-2023,CUST709,Female,Nashik,Electronics,43,Cash,2,500,1000
710,31-10-2023,CUST710,Female,Pune,Electronics,19,Credit card,3,500,1500
711,16-10-2023,CUST711,Male,Mumbai,Electronics,26,Credit card,3,500,1500
712,06-12-2023,CUST712,Female,Nashik,Beauty,26,Credit card,2,25,50
713,14-01-2023,CUST713,Male,Pune,Beauty,57,Ewallet,3,25,75
714,12-02-2023,CUST714,Female,Mumbai,Clothing,34,Ewallet,1,500,500
715,26-11-2023,CUST715,Female,Nashik,Beauty,18,Ewallet,4,25,100
716,08-08-2023,CUST716,Female,Pune,Clothing,42,Credit card,4,300,1200
717,11-03-2023,CUST717,Male,Pune,Clothing,60,Ewallet,1,500,500
718,25-08-2023,CUST718,Female,Mumbai,Beauty,57,Ewallet,3,25,75
719,04-04-2023,CUST719,Female,Nashik,Clothing,59,Credit card,2,30,60
720,26-01-2023,CUST720,Female,Pune,Beauty,42,Cash,3,500,1500
721,14-05-2023,CUST721,Female,Pune,Clothing,56,Credit card,1,500,500
722,14-07-2023,CUST722,Male,Surat,Food,52,Cash,3,300,900
723,17-06-2023,CUST723,Female,Mumbai,Beauty,20,Cash,4,50,200
724,19-04-2023,CUST724,Male,Nashik,Clothing,54,Credit card,3,50,150
725,21-08-2023,CUST725,Male,Nashik,Electronics,61,Cash,1,300,300
726,17-06-2023,CUST726,Male,Pune,Clothing,61,Cash,4,300,1200
727,22-06-2023,CUST727,Male,Mumbai,Beauty,47,Credit card,3,300,900
728,14-07-2023,CUST728,Male,Nashik,Electronics,55,Ewallet,3,50,150
729,23-05-2023,CUST729,Male,Pune,Clothing,51,Ewallet,4,300,1200
730,04-08-2023,CUST730,Female,Mumbai,Clothing,29,Ewallet,2,25,50
731,10-05-2023,CUST731,Male,Nashik,Clothing,36,Ewallet,4,500,2000
732,11-02-2023,CUST732,Male,Pune,Electronics,54,Ewallet,2,500,1000
733,29-08-2023,CUST733,Male,Pune,Beauty,61,Cash,1,30,30
734,10-01-2023,CUST734,Female,Mumbai,Clothing,34,Ewallet,1,30,30
735,04-10-2023,CUST735,Female,Nashik,Clothing,27,Cash,4,500,2000
736,27-01-2023,CUST736,Male,Pune,Clothing,64,Cash,4,25,100
737,29-06-2023,CUST737,Female,Surat,Clothing,29,Cash,1,50,50
738,25-04-2023,CUST738,Male,Pune,Clothing,33,Cash,2,50,100
739,29-11-2023,CUST739,Male,Mumbai,Beauty,41,Cash,1,25,25
740,05-02-2023,CUST740,Female,Nashik,Beauty,36,Credit card,4,50,200
741,30-11-2023,CUST741,Male,Nashik,Clothing,25,Ewallet,1,300,300
742,21-01-2023,CUST742,Female,Pune,Electronics,48,Credit card,4,500,2000
743,16-01-2023,CUST743,Female,Mumbai,Beauty,38,Ewallet,4,500,2000
744,07-05-2023,CUST744,Male,Nashik,Electronics,34,Cash,1,25,25
745,13-04-2023,CUST745,Male,Pune,Beauty,40,Cash,2,50,100
746,11-01-2023,CUST746,Female,Mumbai,Clothing,54,Ewallet,3,30,90
747,15-11-2023,CUST747,Male,Nashik,Food,33,Credit card,1,30,30
748,20-03-2023,CUST748,Male,Pune,Clothing,23,Ewallet,3,50,150
749,03-05-2023,CUST749,Male,Surat,Beauty,25,Cash,1,30,30
750,06-03-2023,CUST750,Female,Mumbai,Clothing,42,Cash,3,25,75
751,31-08-2023,CUST751,Female,Nashik,Clothing,35,Ewallet,2,25,50
752,09-12-2023,CUST752,Male,Pune,Clothing,42,Cash,2,50,100
753,28-02-2023,CUST753,Female,Pune,Clothing,29,Cash,1,30,30
754,16-10-2023,CUST754,Female,Pune,Electronics,32,Credit card,4,25,100
755,22-04-2023,CUST755,Female,Mumbai,Clothing,43,Ewallet,3,25,75
756,27-08-2023,CUST756,Female,Nashik,Electronics,58,Ewallet,4,300,1200
757,25-12-2023,CUST757,Female,Nashik,Electronics,62,Credit card,4,300,1200
758,12-05-2023,CUST758,Male,Pune,Clothing,43,Cash,4,25,100
759,08-07-2023,CUST759,Male,Mumbai,Electronics,64,Cash,2,50,100
760,27-03-2023,CUST760,Male,Nashik,Beauty,49,Ewallet,1,500,500
761,07-11-2023,CUST761,Female,Pune,Clothing,27,Ewallet,1,500,500
762,07-11-2023,CUST762,Female,Mumbai,Electronics,33,Cash,2,25,50
763,28-02-2023,CUST763,Male,Nashik,Food,24,Cash,2,25,50
764,25-03-2023,CUST764,Female,Pune,Clothing,34,Credit card,1,25,25
765,09-06-2023,CUST765,Male,Surat,Clothing,40,Cash,4,50,200
766,25-02-2023,CUST766,Male,Mumbai,Electronics,43,Ewallet,3,300,900
767,24-10-2023,CUST767,Male,Nashik,Food,38,Cash,3,25,75
768,14-01-2023,CUST768,Female,Pune,Beauty,39,Ewallet,3,25,75
769,09-06-2023,CUST769,Female,Surat,Electronics,24,Credit card,4,30,120
770,22-10-2023,CUST770,Male,Pune,Clothing,31,Credit card,1,50,50
771,13-12-2023,CUST771,Male,Mumbai,Electronics,32,Credit card,2,25,50
772,12-07-2023,CUST772,Male,Nashik,Electronics,24,Ewallet,1,30,30
773,23-07-2023,CUST773,Male,Nashik,Electronics,26,Cash,4,500,2000
774,12-04-2023,CUST774,Female,Pune,Clothing,25,Credit card,2,25,50
775,08-02-2023,CUST775,Female,Mumbai,Electronics,40,Ewallet,4,25,100
776,31-10-2023,CUST776,Male,Nashik,Clothing,46,Ewallet,3,30,90
777,20-12-2023,CUST777,Male,Pune,Electronics,35,Credit card,3,50,150
778,18-11-2023,CUST778,Female,Mumbai,Beauty,48,Cash,4,25,100
779,05-05-2023,CUST779,Female,Nashik,Electronics,47,Ewallet,2,500,1000
780,22-02-2023,CUST780,Male,Pune,Electronics,56,Cash,2,25,50
781,23-12-2023,CUST781,Male,Pune,Beauty,52,Credit card,1,500,500
782,04-06-2023,CUST782,Male,Mumbai,Clothing,35,Cash,3,300,900
783,17-12-2023,CUST783,Female,Nashik,Clothing,59,Cash,1,300,300
784,04-11-2023,CUST784,Female,Pune,Electronics,56,Cash,1,500,500
785,03-03-2023,CUST785,Female,Pune,Beauty,34,Ewallet,4,50,200
786,17-10-2023,CUST786,Male,Pune,Clothing,31,Ewallet,4,25,100
787,22-01-2023,CUST787,Male,Mumbai,Electronics,48,Credit card,1,25,25
788,27-06-2023,CUST788,Female,Nashik,Beauty,41,Credit card,3,300,900
789,30-09-2023,CUST789,Female,Nashik,Clothing,52,Ewallet,4,500,2000
790,08-08-2023,CUST790,Male,Pune,Clothing,61,Ewallet,1,25,25
791,05-12-2023,CUST791,Female,Mumbai,Beauty,62,Cash,1,25,25
792,09-07-2023,CUST792,Female,Nashik,Beauty,51,Ewallet,1,50,50
793,05-02-2023,CUST793,Male,Pune,Beauty,20,Ewallet,1,30,30
794,17-09-2023,CUST794,Female,Mumbai,Beauty,54,Cash,1,300,300
795,28-11-2023,CUST795,Male,Nashik,Food,60,Credit card,1,300,300
796,24-06-2023,CUST796,Male,Pune,Beauty,57,Ewallet,4,30,120
797,07-01-2023,CUST797,Male,Satara,Clothing,43,Ewallet,3,25,75
798,04-08-2023,CUST798,Male,Mumbai,Clothing,40,Ewallet,1,50,50
799,08-09-2023,CUST799,Male,Nashik,Electronics,61,Ewallet,2,50,100
800,24-02-2023,CUST800,Male,Pune,Clothing,56,Ewallet,4,300,1200
801,10-08-2023,CUST801,Male,Pune,Clothing,32,Credit card,4,50,200
802,05-07-2023,CUST802,Female,Pune,Beauty,21,Credit card,1,30,30
803,22-11-2023,CUST803,Male,Mumbai,Clothing,46,Ewallet,4,25,100
804,24-08-2023,CUST804,Male,Nashik,Electronics,39,Cash,1,30,30
805,29-12-2023,CUST805,Female,Nashik,Beauty,42,Ewallet,3,500,1500
806,20-03-2023,CUST806,Female,Pune,Beauty,30,Ewallet,3,300,900
807,11-08-2023,CUST807,Female,Mumbai,Electronics,35,Cash,4,50,200
808,01-04-2023,CUST808,Male,Nashik,Beauty,50,Cash,4,500,2000
809,25-09-2023,CUST809,Female,Pune,Beauty,33,Credit card,2,50,100
810,30-11-2023,CUST810,Male,Mumbai,Electronics,62,Credit card,4,25,100
811,19-05-2023,CUST811,Male,Nashik,Beauty,59,Credit card,2,25,50
812,12-11-2023,CUST812,Male,Satara,Electronics,61,Ewallet,3,25,75
813,03-10-2023,CUST813,Male,Pune,Electronics,19,Ewallet,3,50,150
814,05-09-2023,CUST814,Female,Mumbai,Clothing,52,Ewallet,1,500,500
815,27-08-2023,CUST815,Female,Nashik,Clothing,59,Credit card,3,25,75
816,12-08-2023,CUST816,Male,Pune,Beauty,51,Ewallet,2,500,1000
817,31-10-2023,CUST817,Male,Satara,Beauty,47,Ewallet,4,50,200
818,18-05-2023,CUST818,Male,Pune,Food,30,Credit card,1,500,500
819,15-06-2023,CUST819,Female,Mumbai,Beauty,30,Cash,2,50,100
820,06-05-2023,CUST820,Male,Nashik,Electronics,35,Credit card,4,50,200
821,14-02-2023,CUST821,Male,Nashik,Electronics,49,Cash,1,300,300
822,23-05-2023,CUST822,Female,Pune,Beauty,49,Cash,3,50,150
823,19-08-2023,CUST823,Female,Mumbai,Electronics,52,Credit card,2,50,100
824,05-05-2023,CUST824,Male,Nashik,Clothing,56,Cash,4,30,120
825,26-08-2023,CUST825,Female,Pune,Beauty,63,Cash,1,25,25
826,19-10-2023,CUST826,Female,Mumbai,Clothing,46,Credit card,1,300,300
827,09-11-2023,CUST827,Male,Nashik,Beauty,46,Ewallet,3,300,900
828,09-12-2023,CUST828,Female,Pune,Electronics,61,Ewallet,4,300,1200
829,14-07-2023,CUST829,Male,Satara,Beauty,33,Ewallet,3,30,90
830,22-06-2023,CUST830,Female,Mumbai,Clothing,61,Ewallet,3,50,150
831,15-01-2023,CUST831,Male,Nashik,Electronics,64,Ewallet,4,25,100
832,11-09-2023,CUST832,Male,Pune,Beauty,27,Cash,4,500,2000
833,16-06-2023,CUST833,Male,Pune,Beauty,47,Ewallet,4,50,200
834,04-04-2023,CUST834,Female,Pune,Beauty,42,Cash,2,30,60
835,07-09-2023,CUST835,Male,Mumbai,Clothing,56,Cash,4,50,200
836,19-04-2023,CUST836,Female,Nashik,Clothing,37,Cash,1,50,50
837,01-07-2023,CUST837,Male,Nashik,Beauty,22,Cash,3,30,90
838,13-05-2023,CUST838,Male,Pune,Electronics,18,Cash,2,300,600
839,24-06-2023,CUST839,Female,Mumbai,Electronics,47,Credit card,4,300,1200
840,24-05-2023,CUST840,Male,Nashik,Clothing,20,Ewallet,2,25,50
841,02-11-2023,CUST841,Male,Pune,Electronics,62,Credit card,4,25,100
842,26-12-2023,CUST842,Female,Mumbai,Clothing,31,Ewallet,2,300,600
843,22-05-2023,CUST843,Male,Nashik,Beauty,47,Cash,3,500,1500
844,12-10-2023,CUST844,Male,Satara,Clothing,21,Cash,3,50,150
845,06-01-2023,CUST845,Male,Pune,Clothing,35,Ewallet,1,500,500
846,22-09-2023,CUST846,Male,Mumbai,Beauty,54,Credit card,1,50,50
847,08-04-2023,CUST847,Female,Nashik,Electronics,42,Ewallet,4,300,1200
848,13-02-2023,CUST848,Female,Pune,Clothing,18,Cash,3,25,75
849,04-05-2023,CUST849,Male,Satara,Clothing,63,Cash,2,25,50
850,28-07-2023,CUST850,Female,Pune,Beauty,32,Ewallet,2,500,1000
851,08-09-2023,CUST851,Male,Mumbai,Electronics,26,Cash,2,25,50
852,12-10-2023,CUST852,Female,Nashik,Clothing,32,Cash,1,300,300
853,04-05-2023,CUST853,Male,Nashik,Beauty,41,Credit card,2,500,1000
854,20-12-2023,CUST854,Male,Pune,Clothing,21,Ewallet,1,50,50
855,01-09-2023,CUST855,Male,Mumbai,Beauty,29,Ewallet,1,25,25
856,27-11-2023,CUST856,Male,Nashik,Electronics,54,Credit card,4,30,120
857,31-12-2023,CUST857,Male,Pune,Stationery,54,Cash,2,25,50
858,09-09-2023,CUST858,Male,Mumbai,Electronics,60,Cash,2,50,100
859,18-08-2023,CUST859,Female,Nashik,Electronics,23,Ewallet,3,500,1500
860,09-01-2023,CUST860,Male,Pune,Clothing,56,Ewallet,4,50,200
861,17-02-2023,CUST861,Female,Pune,Clothing,63,Cash,3,30,90
862,31-05-2023,CUST862,Male,Mumbai,Stationery,41,Cash,4,300,1200
863,24-04-2023,CUST863,Female,Nashik,Electronics,28,Credit card,2,25,50
864,27-07-2023,CUST864,Female,Pune,Electronics,30,Cash,1,500,500
865,21-12-2023,CUST865,Female,Pune,Clothing,51,Ewallet,1,300,300
866,05-05-2023,CUST866,Male,Satara,Electronics,42,Cash,1,50,50
867,06-06-2023,CUST867,Male,Mumbai,Electronics,24,Ewallet,1,500,500
868,06-12-2023,CUST868,Female,Nashik,Electronics,21,Credit card,1,300,300
869,25-10-2023,CUST869,Male,Satara,Beauty,25,Credit card,3,500,1500
870,08-07-2023,CUST870,Female,Pune,Electronics,37,Credit card,4,30,120
871,31-08-2023,CUST871,Male,Mumbai,Beauty,46,Ewallet,2,30,60
872,11-10-2023,CUST872,Female,Nashik,Beauty,62,Cash,3,25,75
873,29-09-2023,CUST873,Female,Pune,Electronics,63,Credit card,4,25,100
874,26-06-2023,CUST874,Male,Mumbai,Beauty,27,Ewallet,1,30,30
875,06-08-2023,CUST875,Female,Nashik,Electronics,60,Ewallet,4,500,2000
876,09-10-2023,CUST876,Male,Pune,Clothing,51,Credit card,4,30,120
877,19-06-2023,CUST877,Female,Pune,Clothing,43,Cash,1,25,25
878,30-06-2023,CUST878,Female,Mumbai,Clothing,58,Ewallet,1,30,30
879,26-12-2023,CUST879,Male,Nashik,Clothing,20,Cash,1,30,30
880,21-08-2023,CUST880,Male,Pune,Beauty,23,Credit card,2,500,1000
881,19-05-2023,CUST881,Male,Pune,Electronics,22,Cash,1,300,300
882,06-06-2023,CUST882,Female,Pune,Electronics,22,Cash,2,25,50
883,09-05-2023,CUST883,Male,Mumbai,Electronics,64,Cash,1,500,500
884,29-04-2023,CUST884,Female,Nashik,Clothing,40,Ewallet,2,30,60
885,03-03-2023,CUST885,Female,Nashik,Clothing,26,Ewallet,4,30,120
886,09-04-2023,CUST886,Male,Pune,Electronics,52,Credit card,3,300,900
887,11-06-2023,CUST887,Male,Mumbai,Stationery,37,Credit card,4,25,100
888,03-03-2023,CUST888,Female,Nashik,Electronics,59,Ewallet,4,25,100
889,02-10-2023,CUST889,Female,Pune,Electronics,52,Ewallet,1,50,50
890,20-12-2023,CUST890,Male,Mumbai,Electronics,35,Cash,2,25,50
891,05-04-2023,CUST891,Male,Nashik,Electronics,34,Ewallet,3,300,900
892,09-04-2023,CUST892,Male,Pune,Stationery,41,Ewallet,1,50,50
893,21-04-2023,CUST893,Male,Pune,Electronics,20,Cash,1,50,50
894,05-09-2023,CUST894,Male,Mumbai,Electronics,49,Credit card,1,30,30
895,22-05-2023,CUST895,Female,Nashik,Clothing,52,Ewallet,4,30,120
896,29-10-2023,CUST896,Female,Pune,Electronics,55,Ewallet,2,25,50
897,26-09-2023,CUST897,Female,Satara,Electronics,30,Ewallet,2,50,100
898,02-11-2023,CUST898,Female,Pune,Clothing,64,Ewallet,3,30,90
899,25-05-2023,CUST899,Male,Mumbai,Clothing,42,Ewallet,2,300,600
900,21-02-2023,CUST900,Male,Nashik,Clothing,26,Credit card,2,30,60
901,10-04-2023,CUST901,Male,Nashik,Electronics,21,Credit card,1,30,30
902,01-06-2023,CUST902,Female,Pune,Beauty,31,Ewallet,1,50,50
903,27-04-2023,CUST903,Female,Mumbai,Beauty,54,Cash,4,50,200
904,04-07-2023,CUST904,Male,Nashik,Clothing,51,Ewallet,1,500,500
905,02-04-2023,CUST905,Male,Pune,Beauty,28,Ewallet,1,300,300
906,04-06-2023,CUST906,Female,Mumbai,Clothing,58,Cash,1,50,50
907,08-01-2023,CUST907,Female,Nashik,Electronics,20,Cash,1,25,25
908,29-12-2023,CUST908,Male,Pune,Beauty,45,Credit card,4,300,1200
909,01-10-2023,CUST909,Male,Pune,Electronics,46,Credit card,1,300,300
910,06-03-2023,CUST910,Female,Mumbai,Beauty,26,Credit card,3,50,150
911,21-05-2023,CUST911,Male,Nashik,Electronics,20,Ewallet,3,300,900
912,24-01-2023,CUST912,Male,Pune,Beauty,42,Ewallet,3,50,150
913,28-01-2023,CUST913,Male,Satara,Electronics,51,Ewallet,3,30,90
914,11-10-2023,CUST914,Female,Pune,Electronics,29,Credit card,1,500,500
915,30-05-2023,CUST915,Female,Mumbai,Beauty,59,Ewallet,3,30,90
916,24-12-2023,CUST916,Female,Nashik,Electronics,26,Ewallet,1,50,50
917,06-03-2023,CUST917,Female,Nashik,Electronics,32,Credit card,4,50,200
918,23-11-2023,CUST918,Female,Pune,Electronics,57,Cash,3,30,90
919,09-09-2023,CUST919,Female,Mumbai,Stationery,42,Credit card,2,25,50
920,22-02-2023,CUST920,Female,Nashik,Beauty,22,Cash,3,25,75
921,07-01-2023,CUST921,Male,Pune,Electronics,28,Cash,3,25,75
922,21-10-2023,CUST922,Male,Mumbai,Electronics,51,Credit card,1,50,50
923,26-05-2023,CUST923,Male,Nashik,Beauty,41,Cash,3,300,900
924,29-08-2023,CUST924,Male,Pune,Beauty,32,Cash,2,50,100
925,03-09-2023,CUST925,Male,Pune,Electronics,55,Credit card,1,300,300
926,14-08-2023,CUST926,Male,Mumbai,Electronics,25,Ewallet,1,30,30
927,24-06-2023,CUST927,Male,Nashik,Electronics,22,Ewallet,4,500,2000
928,05-04-2023,CUST928,Female,Pune,Clothing,43,Ewallet,4,300,1200
929,27-01-2023,CUST929,Female,Satara,Beauty,35,Ewallet,3,25,75
930,10-05-2023,CUST930,Male,Pune,Clothing,23,Ewallet,4,50,200
931,02-09-2023,CUST931,Male,Mumbai,Beauty,54,Cash,4,30,120
932,28-02-2023,CUST932,Female,Nashik,Beauty,30,Ewallet,4,25,100
933,03-02-2023,CUST933,Male,Nashik,Beauty,45,Cash,1,30,30
934,25-07-2023,CUST934,Male,Pune,Beauty,22,Cash,1,500,500
935,09-09-2023,CUST935,Female,Mumbai,Beauty,30,Cash,1,50,50
936,07-02-2023,CUST936,Male,Nashik,Beauty,34,Cash,4,50,200
937,23-10-2023,CUST937,Female,Pune,Beauty,57,Cash,1,500,500
938,19-11-2023,CUST938,Male,Mumbai,Clothing,62,Credit card,4,50,200
939,18-12-2023,CUST939,Female,Nashik,Electronics,49,Ewallet,1,300,300
940,28-01-2023,CUST940,Female,Pune,Electronics,46,Credit card,1,30,30
941,19-03-2023,CUST941,Female,Pune,Clothing,20,Ewallet,2,25,50
942,18-03-2023,CUST942,Male,Mumbai,Clothing,57,Cash,3,500,1500
943,16-10-2023,CUST943,Female,Nashik,Clothing,51,Cash,4,300,1200
944,05-06-2023,CUST944,Male,Pune,Clothing,57,Ewallet,2,25,50
945,13-02-2023,CUST945,Male,Pune,Beauty,44,Credit card,1,25,25
946,08-05-2023,CUST946,Male,Pune,Electronics,30,Ewallet,4,500,2000
947,02-03-2023,CUST947,Male,Mumbai,Beauty,62,Cash,1,300,300
948,13-10-2023,CUST948,Female,Satara,Electronics,50,Cash,3,25,75
949,02-08-2023,CUST949,Female,Nashik,Electronics,23,Ewallet,2,25,50
950,07-11-2023,CUST950,Male,Pune,Clothing,41,Cash,3,300,900
951,02-11-2023,CUST951,Male,Mumbai,Beauty,36,Cash,2,50,100
952,13-11-2023,CUST952,Female,Nashik,Clothing,33,Credit card,1,25,25
953,26-04-2023,CUST953,Male,Pune,Beauty,57,Ewallet,3,30,90
954,25-09-2023,CUST954,Female,Mumbai,Electronics,45,Ewallet,3,300,900
955,14-07-2023,CUST955,Male,Nashik,Clothing,50,Credit card,1,25,25
956,19-08-2023,CUST956,Male,Pune,Clothing,58,Cash,3,500,1500
957,15-08-2023,CUST957,Female,Pune,Electronics,30,Cash,4,30,120
958,02-06-2023,CUST958,Male,Mumbai,Electronics,60,Ewallet,2,25,50
959,29-10-2023,CUST959,Female,Nashik,Electronics,62,Ewallet,2,30,60
960,08-08-2023,CUST960,Male,Pune,Clothing,42,Cash,2,30,60
961,06-06-2023,CUST961,Male,Pune,Beauty,59,Cash,4,50,200
962,19-10-2023,CUST962,Male,Pune,Clothing,53,Credit card,2,30,60
963,14-11-2023,CUST963,Female,Mumbai,Beauty,44,Cash,1,50,50
964,31-01-2023,CUST964,Male,Nashik,Clothing,55,Ewallet,3,300,900
965,09-11-2023,CUST965,Male,Nashik,Clothing,24,Cash,4,50,200
966,20-02-2023,CUST966,Male,Pune,Electronics,22,Ewallet,2,500,1000
967,17-04-2023,CUST967,Male,Mumbai,Beauty,60,Credit card,1,25,25
968,17-11-2023,CUST968,Female,Nashik,Clothing,62,Credit card,3,300,900
969,19-04-2023,CUST969,Female,Pune,Clothing,48,Credit card,3,300,900
970,16-05-2023,CUST970,Male,Mumbai,Electronics,40,Ewallet,4,500,2000
971,05-12-2023,CUST971,Female,Satara,Electronics,59,Cash,4,50,200
972,11-02-2023,CUST972,Male,Pune,Beauty,27,Credit card,4,25,100
973,22-03-2023,CUST973,Male,Pune,Clothing,49,Ewallet,1,50,50
974,03-05-2023,CUST974,Male,Mumbai,Beauty,60,Ewallet,1,30,30
975,30-03-2023,CUST975,Female,Nashik,Clothing,47,Credit card,4,50,200
976,10-10-2023,CUST976,Female,Pune,Beauty,56,Cash,2,300,600
977,08-02-2023,CUST977,Female,Pune,Electronics,48,Ewallet,3,25,75
978,22-03-2023,CUST978,Female,Pune,Clothing,35,Cash,3,50,150
979,02-01-2023,CUST979,Female,Mumbai,Beauty,53,Credit card,1,25,25
980,29-07-2023,CUST980,Female,Nashik,Electronics,19,Cash,3,25,75
981,19-08-2023,CUST981,Female,Nashik,Electronics,31,Cash,2,30,60
982,19-12-2023,CUST982,Female,Pune,Beauty,30,Cash,3,30,90
983,01-11-2023,CUST983,Female,Mumbai,Clothing,46,Ewallet,1,300,300
984,29-08-2023,CUST984,Male,Nashik,Clothing,29,Ewallet,1,500,500
985,30-05-2023,CUST985,Female,Pune,Electronics,56,Credit card,2,25,50
986,17-01-2023,CUST986,Female,Mumbai,Clothing,19,Credit card,2,500,1000
987,29-04-2023,CUST987,Female,Nashik,Clothing,49,Ewallet,3,300,900
988,28-05-2023,CUST988,Female,Pune,Clothing,30,Ewallet,3,25,75
989,28-12-2023,CUST989,Female,Satara,Electronics,63,Cash,1,25,25
990,25-05-2023,CUST990,Female,Mumbai,Beauty,44,Ewallet,2,500,1000
991,26-12-2023,CUST991,Female,Nashik,Clothing,58,Ewallet,2,50,100
992,21-08-2023,CUST992,Female,Pune,Electronics,34,Cash,2,30,60
993,06-02-2023,CUST993,Female,Pune,Electronics,57,Credit card,3,50,150
994,18-12-2023,CUST994,Female,Pune,Beauty,48,Ewallet,2,500,1000
995,30-04-2023,CUST995,Female,Mumbai,Clothing,51,Ewallet,1,30,30
996,16-05-2023,CUST996,Male,Nashik,Clothing,41,Ewallet,1,50,50
997,17-11-2023,CUST997,Male,Nashik,Beauty,62,Ewallet,3,30,90
998,29-10-2023,CUST998,Female,Pune,Beauty,52,Ewallet,4,25,100
999,05-12-2023,CUST999,Female,Mumbai,Electronics,23,Credit card,3,50,150
1000,12-04-2023,CUST1000,Male,Nashik,Electronics,36,Credit card,4,30,120
